shortGenotype,media,background,matingType,reference,comment
ylr446w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr456w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr460c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yml010cb     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ymr052ca     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ymr057c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ymr158cb     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ymr194ca     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ymr326c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ynr061c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ynr062c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ynr063w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ynr064c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ynr066c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ynr068c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor008ca     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor097c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor105w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor111w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor112w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor114w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor118w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor121c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor129c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor131c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor135c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor139c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor152c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor154w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor161c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor164c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor166c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor170w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yor175c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yos9     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ypc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ypt10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ypt35     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ypt6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yrm1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yrr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ysc84     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ysn1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
zip1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
wild type     ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
wild type     ,0.5% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
wild type     ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
wild type     ,0.005% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
wild type     ,5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
wild type     ,25 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst1     ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst2     ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst3     ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst3     ,5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst3     ,25 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst4     ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst4     ,5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst4     ,25 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
sir2     ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
sir2     ,5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
wild type     ,,W303AR5,a,Tsuchiya Kaeberlain 2006 Aging Cell,
hst2     ,,W303AR5,a,Tsuchiya Kaeberlain 2006 Aging Cell,
hst3 hst4    ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst3 hst4    ,5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
hst3 hst4    ,25 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 sir2    ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 sir2    ,0.5% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 sir2    ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 sir2    ,0.005% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 sir2    ,5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 sir2    ,0.05% glucose + 5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 sir2   ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 sir2   ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst2 sir2   ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst2 sir2   ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst3 sir2   ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst3 sir2   ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst4 sir2   ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst4 sir2   ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 sir2  ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 sir2  ,0.5% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 sir2  ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 sir2  ,0.005% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 hst4 sir2 ,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 hst4 sir2 ,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 hst4 sir2 ,5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 hst4 sir2 ,0.05% glucose + 5 mM nicotinamide,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 hst3 hst4 sir2,,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1 hst1 hst2 hst3 hst4 sir2,0.05% glucose,BY4742,alpha,Tsuchiya Kaeberlain 2006 Aging Cell,
fob1     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
fob1     ,0.05% glucose,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
fob1 gcn4    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
fob1 gcn4    ,0.05% glucose,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn2     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn2 rpl20b    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl31a    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl20b    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl6b    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl7a    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl21b    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl23a    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl29    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl31a    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl34b    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl43b    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpp2b    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 rpl21a    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 tor1    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
gcn4 sch9    ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
loc1     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
nop12     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl11b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl12a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl12b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl13a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl13b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl14a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl15b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl16a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl16b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl17b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl18b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl19a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl19b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl1a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl1b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl20a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl20b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,remade
rpl20b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,deletion collection
rpl21a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,remade
rpl21a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,deletion collection
rpl21b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl22a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl22b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl23a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl23b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl24a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl24b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl26a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl26b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl27b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl29     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl2a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl2b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl31a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,remade
rpl31a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,deletion collection
rpl31b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl33b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl34a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl34b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl35a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl35b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl36a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl37a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl37b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl38     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl39     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl40a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl40b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl41a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl41b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl43a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl43b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl4a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl6a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl6b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl7a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl7b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl8a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl8b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl9a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl9b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpp1a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpp1b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpp2a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpp2b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps0a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps0b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps10a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps10b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps11a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps11b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps14a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps14b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps16a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps16b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps17a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps17b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps18a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps18b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps19a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps19b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps1a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps1b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps21a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps21b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps22a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps22b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps23a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps23b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps24a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps24b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps25a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps25b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps26b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps27a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps27b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps28a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps28b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps29a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps30a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps30b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps4a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps4b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps6a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps6b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps7a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps7b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps8a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps9a     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rps9b     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
sch9     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
ssf1     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
tor1     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
wild type     ,,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
wild type     ,15 ug/mL diazaborine,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
wild type     ,10 ng/mL cycloheximide,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
wild type     ,25 ng/mL cycloheximide,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
wild type     ,50 ng/mL cycloheximide,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
wild type     ,100 ng/mL cycloheximide,BY4742,alpha,Steffen Kaeberlein 2008 Cell,
rpl12a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl12b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl13a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl17b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl19a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl19b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl1b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl20a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl20b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl21a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl21b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl22a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl22b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl23a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl23b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl29     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl2a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl2b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl31a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl34a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl34b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl35b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl37b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl39     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl43a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl43b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl4a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl6a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl6b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl7a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl7b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl8a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl8b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl9a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpl9b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpp1a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpp1b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpp2a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rpp2b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps11a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps17a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps1a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps1b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps21a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps22b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps26b     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps29a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps6a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
rps8a     ,,BY4741,a,Steffen Kaeberlein 2008 Cell,
wild type     ,,SUB62,a,Kruegel Schmidt 2011 PLoS Genetics,
rpt1S     ,,SUB62,a,Kruegel Schmidt 2011 PLoS Genetics,
rpt2RF     ,,SUB62,a,Kruegel Schmidt 2011 PLoS Genetics,
rpt3R     ,,SUB62,a,Kruegel Schmidt 2011 PLoS Genetics,
rpt5R     ,,SUB62,a,Kruegel Schmidt 2011 PLoS Genetics,
rpt6R     ,,SUB62,a,Kruegel Schmidt 2011 PLoS Genetics,
mub1     ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
mub1     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
mub1 rpn4    ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
mub1 yap1    ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
pre9     ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
pre9 ubr2    ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
rpn4     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
rpn4     ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
rpn4 ubr2    ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
rpn4 ubr2    ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
rpn4 tom1    ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
tom1     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
ubp6     ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
ubr2     ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
ubr2     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
ubr2 yap1    ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
ump1     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
wild type     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
wild type     ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
yap1     ,,BY4741,a,Kruegel Schmidt 2011 PLoS Genetics,
tor1     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
rpn4 tor1    ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
wild type     ,0.05% glucose,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
rpn4     ,0.05% glucose,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
gcn4     ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
gcn4 ubr2    ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
gcn4 mub1    ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
fob1 sir2    ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
fob1 sir2 ubr2   ,,BY4742,alpha,Kruegel Schmidt 2011 PLoS Genetics,
wild type     ,,BY4742,alpha,Delaney Kaeberlein 2011 Cell Cycle,
bud22     ,,BY4742,alpha,Delaney Kaeberlein 2011 Cell Cycle,
rps0b     ,,BY4742,alpha,Delaney Kaeberlein 2011 Cell Cycle,
